StartTime,EndTime,AvgRate,total
2018/07/17 06:00:00,2018/07/17 08:00:00,178.24Mbps,160413608857
2018/07/17 08:00:00,2018/07/17 10:00:00,509.96Mbps,458961704613
2018/07/17 10:00:00,2018/07/17 12:00:00,949.51Mbps,854559778414
2018/07/17 12:00:00,2018/07/17 14:00:00,1.04Gbps,937766440958
2018/07/17 14:00:00,2018/07/17 16:00:00,1.04Gbps,934902222728
2018/07/17 16:00:00,2018/07/17 18:00:00,771.25Mbps,694127682789
2018/07/17 18:00:00,2018/07/17 20:00:00,559.14Mbps,503221922358
2018/07/17 20:00:00,2018/07/17 22:00:00,558.32Mbps,502487403142
2018/07/17 22:00:00,2018/07/18 00:00:00,498.34Mbps,448508820571
2018/07/18 00:00:00,2018/07/18 02:00:00,410.52Mbps,369469567649
2018/07/18 02:00:00,2018/07/18 04:00:00,243.78Mbps,219398824616
2018/07/18 04:00:00,2018/07/18 06:00:00,149.82Mbps,134836250186
2018/07/18 06:00:00,2018/07/18 08:00:00,174.96Mbps,157460589581
2018/07/18 08:00:00,2018/07/18 10:00:00,503.96Mbps,453562027168
2018/07/18 10:00:00,2018/07/18 12:00:00,906.23Mbps,815606827297
2018/07/18 12:00:00,2018/07/18 14:00:00,1.01Gbps,912698339934
2018/07/18 14:00:00,2018/07/18 16:00:00,920.65Mbps,828584649817
2018/07/18 16:00:00,2018/07/18 18:00:00,713.28Mbps,641953850731
2018/07/18 18:00:00,2018/07/18 20:00:00,565.01Mbps,508512290668
2018/07/18 20:00:00,2018/07/18 22:00:00,481.08Mbps,432970412388
2018/07/18 22:00:00,2018/07/19 00:00:00,466.57Mbps,419909185030
2018/07/19 00:00:00,2018/07/19 02:00:00,419.79Mbps,377811223030
2018/07/19 02:00:00,2018/07/19 04:00:00,246.95Mbps,222257741906
2018/07/19 04:00:00,2018/07/19 06:00:00,157.71Mbps,141940007230
2018/07/19 06:00:00,2018/07/19 08:00:00,186.08Mbps,167467829154
2018/07/19 08:00:00,2018/07/19 10:00:00,518.12Mbps,466303853484
2018/07/19 10:00:00,2018/07/19 12:00:00,874.55Mbps,787097895092
2018/07/19 12:00:00,2018/07/19 14:00:00,1.02Gbps,915197793666
2018/07/19 14:00:00,2018/07/19 16:00:00,960.04Mbps,864032160077
2018/07/19 16:00:00,2018/07/19 18:00:00,774.84Mbps,697358908834
2018/07/19 18:00:00,2018/07/19 20:00:00,612.48Mbps,551234712230
2018/07/19 20:00:00,2018/07/19 22:00:00,551.48Mbps,496329185189
2018/07/19 22:00:00,2018/07/20 00:00:00,585.40Mbps,526856934251
2018/07/20 00:00:00,2018/07/20 02:00:00,460.85Mbps,414760938547
2018/07/20 02:00:00,2018/07/20 04:00:00,251.70Mbps,226533568350
2018/07/20 04:00:00,2018/07/20 06:00:00,168.49Mbps,151641113599
2018/07/20 06:00:00,2018/07/20 08:00:00,142.32Mbps,128092270362
2018/07/20 08:00:00,2018/07/20 10:00:00,407.18Mbps,366458573463
2018/07/20 10:00:00,2018/07/20 12:00:00,809.11Mbps,728202195052
2018/07/20 12:00:00,2018/07/20 14:00:00,966.48Mbps,869832333778
2018/07/20 14:00:00,2018/07/20 16:00:00,987.39Mbps,888648451247
2018/07/20 16:00:00,2018/07/20 18:00:00,761.61Mbps,685453077626
2018/07/20 18:00:00,2018/07/20 20:00:00,494.02Mbps,444620977373
2018/07/20 20:00:00,2018/07/20 22:00:00,455.71Mbps,410136408224
2018/07/20 22:00:00,2018/07/21 00:00:00,439.23Mbps,395306267428
2018/07/21 00:00:00,2018/07/21 02:00:00,389.47Mbps,350522850916
2018/07/21 02:00:00,2018/07/21 04:00:00,276.37Mbps,248736887427
2018/07/21 04:00:00,2018/07/21 06:00:00,170.43Mbps,153391317266
2018/07/21 06:00:00,2018/07/21 08:00:00,166.66Mbps,149995941460
2018/07/21 08:00:00,2018/07/21 10:00:00,331.49Mbps,298343083466
2018/07/21 10:00:00,2018/07/21 12:00:00,386.87Mbps,348182408014
2018/07/21 12:00:00,2018/07/21 14:00:00,464.19Mbps,417770537720
2018/07/21 14:00:00,2018/07/21 16:00:00,507.85Mbps,457061780356
2018/07/21 16:00:00,2018/07/21 18:00:00,449.17Mbps,404248744875
2018/07/21 18:00:00,2018/07/21 20:00:00,403.52Mbps,363164351396
2018/07/21 20:00:00,2018/07/21 22:00:00,400.79Mbps,360712517961
2018/07/21 22:00:00,2018/07/22 00:00:00,379.27Mbps,341338617082
2018/07/22 00:00:00,2018/07/22 02:00:00,440.49Mbps,396444834286
2018/07/22 02:00:00,2018/07/22 04:00:00,305.23Mbps,274707852967
2018/07/22 04:00:00,2018/07/22 06:00:00,185.24Mbps,166711607781
2018/07/22 06:00:00,2018/07/22 08:00:00,161.85Mbps,145668211112
2018/07/22 08:00:00,2018/07/22 10:00:00,222.54Mbps,200283694573
2018/07/22 10:00:00,2018/07/22 12:00:00,299.71Mbps,269740378787
2018/07/22 12:00:00,2018/07/22 14:00:00,420.48Mbps,378432484122
2018/07/22 14:00:00,2018/07/22 16:00:00,439.41Mbps,395471289459
2018/07/22 16:00:00,2018/07/22 18:00:00,477.67Mbps,429900091126
2018/07/22 18:00:00,2018/07/22 20:00:00,364.68Mbps,328211044553
2018/07/22 20:00:00,2018/07/22 22:00:00,437.13Mbps,393414482014
2018/07/22 22:00:00,2018/07/23 00:00:00,470.05Mbps,423048949155
2018/07/23 00:00:00,2018/07/23 02:00:00,379.00Mbps,341098802202
2018/07/23 02:00:00,2018/07/23 04:00:00,216.97Mbps,195275493650
2018/07/23 04:00:00,2018/07/23 06:00:00,133.59Mbps,120227967724
2018/07/23 06:00:00,2018/07/23 08:00:00,160.51Mbps,144461986857
2018/07/23 08:00:00,2018/07/23 10:00:00,393.78Mbps,354399793705
2018/07/23 10:00:00,2018/07/23 12:00:00,641.25Mbps,577125479565
2018/07/23 12:00:00,2018/07/23 14:00:00,838.16Mbps,754343756350
2018/07/23 14:00:00,2018/07/23 16:00:00,784.04Mbps,705635726886
2018/07/23 16:00:00,2018/07/23 18:00:00,732.45Mbps,659202210095
2018/07/23 18:00:00,2018/07/23 20:00:00,585.88Mbps,527296254722
2018/07/23 20:00:00,2018/07/23 22:00:00,575.61Mbps,518051191423
2018/07/23 22:00:00,2018/07/24 00:00:00,429.23Mbps,386308571187
2018/07/24 00:00:00,2018/07/24 02:00:00,381.58Mbps,343423272013
2018/07/24 02:00:00,2018/07/24 04:00:00,237.45Mbps,213702588195
2018/07/24 04:00:00,2018/07/24 06:00:00,150.16Mbps,135140257972
2018/07/24 06:00:00,2018/07/24 08:00:00,148.98Mbps,134082014020
2018/07/24 08:00:00,2018/07/24 10:00:00,406.30Mbps,365673219615
2018/07/24 10:00:00,2018/07/24 12:00:00,762.16Mbps,685940607187
2018/07/24 12:00:00,2018/07/24 14:00:00,920.02Mbps,828018889561
2018/07/24 14:00:00,2018/07/24 16:00:00,915.39Mbps,823850345687
2018/07/24 16:00:00,2018/07/24 18:00:00,691.93Mbps,622734026343
2018/07/24 18:00:00,2018/07/24 20:00:00,474.85Mbps,427368474320
2018/07/24 20:00:00,2018/07/24 22:00:00,432.96Mbps,389664063300
2018/07/24 22:00:00,2018/07/25 00:00:00,543.00Mbps,488699431392
2018/07/25 00:00:00,2018/07/25 02:00:00,424.19Mbps,381772994672
2018/07/25 02:00:00,2018/07/25 04:00:00,253.01Mbps,227712332081
2018/07/25 04:00:00,2018/07/25 06:00:00,170.28Mbps,153255426385
2018/07/25 06:00:00,2018/07/25 08:00:00,160.74Mbps,144664354658
2018/07/25 08:00:00,2018/07/25 10:00:00,381.12Mbps,343004623330
2018/07/25 10:00:00,2018/07/25 12:00:00,823.08Mbps,740769435422
2018/07/25 12:00:00,2018/07/25 14:00:00,931.11Mbps,838003056617
2018/07/25 14:00:00,2018/07/25 16:00:00,879.76Mbps,791784034655
2018/07/25 16:00:00,2018/07/25 18:00:00,680.80Mbps,612718589324
2018/07/25 18:00:00,2018/07/25 20:00:00,491.74Mbps,442569094156
2018/07/25 20:00:00,2018/07/25 22:00:00,391.82Mbps,352634235117
2018/07/25 22:00:00,2018/07/26 00:00:00,407.95Mbps,367151865942
2018/07/26 00:00:00,2018/07/26 02:00:00,360.26Mbps,324233687287
2018/07/26 02:00:00,2018/07/26 04:00:00,211.33Mbps,190199560095
2018/07/26 04:00:00,2018/07/26 06:00:00,149.33Mbps,134399782099
2018/07/26 06:00:00,2018/07/26 08:00:00,135.71Mbps,122140031970
2018/07/26 08:00:00,2018/07/26 10:00:00,370.37Mbps,333332782708
2018/07/26 10:00:00,2018/07/26 12:00:00,746.35Mbps,671716723167
2018/07/26 12:00:00,2018/07/26 14:00:00,949.14Mbps,854224726458
2018/07/26 14:00:00,2018/07/26 16:00:00,865.32Mbps,778789472617
2018/07/26 16:00:00,2018/07/26 18:00:00,646.91Mbps,582217085644
2018/07/26 18:00:00,2018/07/26 20:00:00,461.75Mbps,415572298891
2018/07/26 20:00:00,2018/07/26 22:00:00,452.71Mbps,407438990681
2018/07/26 22:00:00,2018/07/27 00:00:00,397.38Mbps,357643852513
2018/07/27 00:00:00,2018/07/27 02:00:00,384.52Mbps,346067341237
2018/07/27 02:00:00,2018/07/27 04:00:00,216.85Mbps,195162236643
2018/07/27 04:00:00,2018/07/27 06:00:00,133.43Mbps,120085930516
2018/07/27 06:00:00,2018/07/27 08:00:00,157.52Mbps,141766444697
2018/07/27 08:00:00,2018/07/27 10:00:00,404.33Mbps,363899338936
2018/07/27 10:00:00,2018/07/27 12:00:00,800.02Mbps,720016960096
2018/07/27 12:00:00,2018/07/27 14:00:00,856.53Mbps,770878096700
2018/07/27 14:00:00,2018/07/27 16:00:00,811.11Mbps,730000386130
2018/07/27 16:00:00,2018/07/27 18:00:00,636.60Mbps,572936369627
2018/07/27 18:00:00,2018/07/27 20:00:00,468.69Mbps,421823013543
2018/07/27 20:00:00,2018/07/27 22:00:00,395.63Mbps,356064493903
2018/07/27 22:00:00,2018/07/28 00:00:00,441.15Mbps,397039424200
2018/07/28 00:00:00,2018/07/28 02:00:00,407.36Mbps,366622882075
2018/07/28 02:00:00,2018/07/28 04:00:00,294.64Mbps,265172623646
2018/07/28 04:00:00,2018/07/28 06:00:00,221.12Mbps,199011537719
2018/07/28 06:00:00,2018/07/28 08:00:00,187.90Mbps,169109997029
2018/07/28 08:00:00,2018/07/28 10:00:00,276.15Mbps,248533118975
2018/07/28 10:00:00,2018/07/28 12:00:00,358.51Mbps,322661000795
2018/07/28 12:00:00,2018/07/28 14:00:00,436.08Mbps,392474690713
2018/07/28 14:00:00,2018/07/28 16:00:00,458.81Mbps,412927614273
2018/07/28 16:00:00,2018/07/28 18:00:00,425.09Mbps,382582609195
2018/07/28 18:00:00,2018/07/28 20:00:00,414.99Mbps,373486848650
2018/07/28 20:00:00,2018/07/28 22:00:00,393.62Mbps,354261527097
2018/07/28 22:00:00,2018/07/29 00:00:00,456.53Mbps,410876492830
2018/07/29 00:00:00,2018/07/29 02:00:00,365.13Mbps,328617702795
2018/07/29 02:00:00,2018/07/29 04:00:00,249.91Mbps,224921146459
2018/07/29 04:00:00,2018/07/29 06:00:00,179.59Mbps,161630032247
2018/07/29 06:00:00,2018/07/29 08:00:00,126.82Mbps,114135014070
2018/07/29 08:00:00,2018/07/29 10:00:00,201.66Mbps,181497709487
2018/07/29 10:00:00,2018/07/29 12:00:00,340.04Mbps,306038586409
2018/07/29 12:00:00,2018/07/29 14:00:00,375.66Mbps,338097627306
2018/07/29 14:00:00,2018/07/29 16:00:00,453.85Mbps,408467385347
2018/07/29 16:00:00,2018/07/29 18:00:00,412.25Mbps,371027771418
2018/07/29 18:00:00,2018/07/29 20:00:00,386.26Mbps,347633547680
2018/07/29 20:00:00,2018/07/29 22:00:00,398.58Mbps,358722170646
2018/07/29 22:00:00,2018/07/30 00:00:00,405.24Mbps,364712013142
2018/07/30 00:00:00,2018/07/30 02:00:00,410.16Mbps,369140869785
2018/07/30 02:00:00,2018/07/30 04:00:00,220.34Mbps,198310187263
2018/07/30 04:00:00,2018/07/30 06:00:00,128.11Mbps,115299507805
2018/07/30 06:00:00,2018/07/30 08:00:00,136.69Mbps,123018392981
2018/07/30 08:00:00,2018/07/30 10:00:00,371.79Mbps,334609705808
2018/07/30 10:00:00,2018/07/30 12:00:00,471.71Mbps,424536990387
2018/07/30 12:00:00,2018/07/30 14:00:00,551.88Mbps,496687750514
2018/07/30 14:00:00,2018/07/30 16:00:00,683.76Mbps,615386962702
2018/07/30 16:00:00,2018/07/30 18:00:00,627.49Mbps,564738275239
2018/07/30 18:00:00,2018/07/30 20:00:00,423.81Mbps,381430682214
2018/07/30 20:00:00,2018/07/30 22:00:00,430.41Mbps,387369306670
2018/07/30 22:00:00,2018/07/31 00:00:00,450.73Mbps,405654723593
2018/07/31 00:00:00,2018/07/31 02:00:00,312.10Mbps,280893558208
2018/07/31 02:00:00,2018/07/31 04:00:00,200.20Mbps,180175950639
2018/07/31 04:00:00,2018/07/31 06:00:00,147.31Mbps,132579296540
2018/07/31 06:00:00,2018/07/31 08:00:00,150.20Mbps,135184137913
2018/07/31 08:00:00,2018/07/31 10:00:00,372.57Mbps,335315411050
2018/07/31 10:00:00,2018/07/31 12:00:00,526.09Mbps,473480477154
2018/07/31 12:00:00,2018/07/31 14:00:00,586.31Mbps,527679285763
2018/07/31 14:00:00,2018/07/31 16:00:00,674.85Mbps,607360916710
2018/07/31 16:00:00,2018/07/31 18:00:00,535.07Mbps,481566721255
2018/07/31 18:00:00,2018/07/31 20:00:00,523.29Mbps,470965213933
2018/07/31 20:00:00,2018/07/31 22:00:00,510.84Mbps,459760422099
2018/07/31 22:00:00,2018/08/01 00:00:00,464.59Mbps,418129174864
2018/08/01 00:00:00,2018/08/01 02:00:00,365.19Mbps,328672632327
2018/08/01 02:00:00,2018/08/01 04:00:00,235.35Mbps,211811985283
2018/08/01 04:00:00,2018/08/01 06:00:00,153.33Mbps,137995529286
2018/08/01 06:00:00,2018/08/01 08:00:00,159.01Mbps,143110659990
2018/08/01 08:00:00,2018/08/01 10:00:00,326.12Mbps,293504922917
2018/08/01 10:00:00,2018/08/01 12:00:00,490.69Mbps,441623331688
2018/08/01 12:00:00,2018/08/01 14:00:00,593.38Mbps,534040674921
2018/08/01 14:00:00,2018/08/01 16:00:00,594.47Mbps,535023891568
2018/08/01 16:00:00,2018/08/01 18:00:00,585.96Mbps,527363760457
2018/08/01 18:00:00,2018/08/01 20:00:00,425.96Mbps,383367682183
2018/08/01 20:00:00,2018/08/01 22:00:00,476.64Mbps,428979148548
2018/08/01 22:00:00,2018/08/02 00:00:00,414.55Mbps,373092105061
2018/08/02 00:00:00,2018/08/02 02:00:00,357.43Mbps,321684145154
2018/08/02 02:00:00,2018/08/02 04:00:00,296.90Mbps,267208749116
2018/08/02 04:00:00,2018/08/02 06:00:00,227.22Mbps,204499509744
2018/08/02 06:00:00,2018/08/02 08:00:00,215.12Mbps,193611382909
2018/08/02 08:00:00,2018/08/02 10:00:00,351.58Mbps,316420243328
2018/08/02 10:00:00,2018/08/02 12:00:00,478.27Mbps,430447496975
2018/08/02 12:00:00,2018/08/02 14:00:00,646.92Mbps,582224352996
2018/08/02 14:00:00,2018/08/02 16:00:00,621.53Mbps,559375211102
2018/08/02 16:00:00,2018/08/02 18:00:00,564.76Mbps,508283385765
2018/08/02 18:00:00,2018/08/02 20:00:00,381.24Mbps,343113681681
2018/08/02 20:00:00,2018/08/02 22:00:00,469.77Mbps,422791271799
2018/08/02 22:00:00,2018/08/03 00:00:00,490.85Mbps,441761838347
2018/08/03 00:00:00,2018/08/03 02:00:00,344.53Mbps,310076267327
2018/08/03 02:00:00,2018/08/03 04:00:00,254.90Mbps,229408448195
2018/08/03 04:00:00,2018/08/03 06:00:00,164.13Mbps,147721074973
2018/08/03 06:00:00,2018/08/03 08:00:00,197.38Mbps,177640267349
2018/08/03 08:00:00,2018/08/03 10:00:00,345.81Mbps,311226298548
2018/08/03 10:00:00,2018/08/03 12:00:00,557.28Mbps,501556122866
2018/08/03 12:00:00,2018/08/03 14:00:00,558.58Mbps,502719495960
2018/08/03 14:00:00,2018/08/03 16:00:00,537.45Mbps,483705398313
2018/08/03 16:00:00,2018/08/03 18:00:00,480.59Mbps,432532706266
2018/08/03 18:00:00,2018/08/03 20:00:00,419.92Mbps,377932011366
2018/08/03 20:00:00,2018/08/03 22:00:00,418.74Mbps,376867098970
2018/08/03 22:00:00,2018/08/04 00:00:00,396.29Mbps,356657265480
2018/08/04 00:00:00,2018/08/04 02:00:00,421.17Mbps,379055584793
2018/08/04 02:00:00,2018/08/04 04:00:00,278.80Mbps,250924053566
2018/08/04 04:00:00,2018/08/04 06:00:00,194.17Mbps,174755043528
2018/08/04 06:00:00,2018/08/04 08:00:00,193.92Mbps,174529060807
2018/08/04 08:00:00,2018/08/04 10:00:00,239.96Mbps,215966146327
2018/08/04 10:00:00,2018/08/04 12:00:00,302.52Mbps,272272154126
2018/08/04 12:00:00,2018/08/04 14:00:00,352.14Mbps,316930108106
2018/08/04 14:00:00,2018/08/04 16:00:00,451.53Mbps,406372591981
2018/08/04 16:00:00,2018/08/04 18:00:00,314.74Mbps,283268999800
2018/08/04 18:00:00,2018/08/04 20:00:00,273.43Mbps,246087647127
2018/08/04 20:00:00,2018/08/04 22:00:00,306.13Mbps,275513697125
2018/08/04 22:00:00,2018/08/05 00:00:00,291.46Mbps,262315450348
2018/08/05 00:00:00,2018/08/05 02:00:00,338.35Mbps,304514563180
2018/08/05 02:00:00,2018/08/05 04:00:00,261.52Mbps,235365966646
2018/08/05 04:00:00,2018/08/05 06:00:00,145.61Mbps,131053327523
2018/08/05 06:00:00,2018/08/05 08:00:00,148.46Mbps,133614366965
2018/08/05 08:00:00,2018/08/05 10:00:00,213.87Mbps,192483643318
2018/08/05 10:00:00,2018/08/05 12:00:00,283.90Mbps,255505884080
2018/08/05 12:00:00,2018/08/05 14:00:00,362.48Mbps,326231912817
2018/08/05 14:00:00,2018/08/05 16:00:00,445.27Mbps,400741844895
2018/08/05 16:00:00,2018/08/05 18:00:00,383.20Mbps,344879675190
2018/08/05 18:00:00,2018/08/05 20:00:00,357.13Mbps,321417620238
2018/08/05 20:00:00,2018/08/05 22:00:00,442.50Mbps,398247043419
2018/08/05 22:00:00,2018/08/06 00:00:00,448.79Mbps,403913525230
2018/08/06 00:00:00,2018/08/06 02:00:00,353.32Mbps,317986004739
2018/08/06 02:00:00,2018/08/06 04:00:00,232.49Mbps,209241149706
2018/08/06 04:00:00,2018/08/06 06:00:00,139.23Mbps,125307300953
2018/08/06 06:00:00,2018/08/06 08:00:00,130.92Mbps,117824390482
2018/08/06 08:00:00,2018/08/06 10:00:00,295.45Mbps,265906198137
2018/08/06 10:00:00,2018/08/06 12:00:00,464.06Mbps,417656748175
2018/08/06 12:00:00,2018/08/06 14:00:00,660.36Mbps,594327846356
2018/08/06 14:00:00,2018/08/06 16:00:00,641.19Mbps,577071245088
2018/08/06 16:00:00,2018/08/06 18:00:00,573.88Mbps,516491120988
2018/08/06 18:00:00,2018/08/06 20:00:00,411.36Mbps,370225221612
2018/08/06 20:00:00,2018/08/06 22:00:00,400.03Mbps,360028024743
2018/08/06 22:00:00,2018/08/07 00:00:00,391.19Mbps,352072628573
2018/08/07 00:00:00,2018/08/07 02:00:00,409.80Mbps,368823019207
2018/08/07 02:00:00,2018/08/07 04:00:00,238.33Mbps,214493873181
2018/08/07 04:00:00,2018/08/07 06:00:00,163.67Mbps,147301868108
2018/08/07 06:00:00,2018/08/07 08:00:00,168.88Mbps,151990929165
2018/08/07 08:00:00,2018/08/07 10:00:00,275.02Mbps,247518284540
2018/08/07 10:00:00,2018/08/07 12:00:00,411.45Mbps,370302486290
2018/08/07 12:00:00,2018/08/07 14:00:00,433.37Mbps,390036210200
2018/08/07 14:00:00,2018/08/07 16:00:00,522.90Mbps,470608269980
2018/08/07 16:00:00,2018/08/07 18:00:00,529.18Mbps,476257986365
2018/08/07 18:00:00,2018/08/07 20:00:00,376.35Mbps,338711370681
2018/08/07 20:00:00,2018/08/07 22:00:00,463.39Mbps,417053622787
2018/08/07 22:00:00,2018/08/08 00:00:00,414.83Mbps,373349656544
2018/08/08 00:00:00,2018/08/08 02:00:00,332.44Mbps,299198299250
2018/08/08 02:00:00,2018/08/08 04:00:00,227.63Mbps,204867500176
2018/08/08 04:00:00,2018/08/08 06:00:00,154.73Mbps,139252738736
2018/08/08 06:00:00,2018/08/08 08:00:00,182.81Mbps,164526994470
2018/08/08 08:00:00,2018/08/08 10:00:00,324.11Mbps,291695332391
2018/08/08 10:00:00,2018/08/08 12:00:00,397.07Mbps,357361855146
2018/08/08 12:00:00,2018/08/08 14:00:00,492.40Mbps,443156241467
2018/08/08 14:00:00,2018/08/08 16:00:00,566.46Mbps,509816486028
2018/08/08 16:00:00,2018/08/08 18:00:00,549.62Mbps,494653917151
2018/08/08 18:00:00,2018/08/08 20:00:00,425.09Mbps,382580198902
2018/08/08 20:00:00,2018/08/08 22:00:00,445.71Mbps,401139388634
2018/08/08 22:00:00,2018/08/09 00:00:00,481.94Mbps,433742204927
2018/08/09 00:00:00,2018/08/09 02:00:00,392.15Mbps,352935191801
2018/08/09 02:00:00,2018/08/09 04:00:00,315.99Mbps,284388546478
2018/08/09 04:00:00,2018/08/09 06:00:00,249.78Mbps,224801406120
2018/08/09 06:00:00,2018/08/09 08:00:00,239.22Mbps,215298319928
2018/08/09 08:00:00,2018/08/09 10:00:00,349.76Mbps,314780434575
2018/08/09 10:00:00,2018/08/09 12:00:00,445.31Mbps,400777796368
2018/08/09 12:00:00,2018/08/09 14:00:00,430.31Mbps,387278769742
2018/08/09 14:00:00,2018/08/09 16:00:00,539.77Mbps,485789447495
2018/08/09 16:00:00,2018/08/09 18:00:00,541.38Mbps,487239920517
2018/08/09 18:00:00,2018/08/09 20:00:00,452.31Mbps,407080985620
2018/08/09 20:00:00,2018/08/09 22:00:00,401.65Mbps,361481702229
2018/08/09 22:00:00,2018/08/10 00:00:00,428.45Mbps,385608824347
2018/08/10 00:00:00,2018/08/10 02:00:00,514.37Mbps,462929369713
2018/08/10 02:00:00,2018/08/10 04:00:00,247.41Mbps,222671768926
2018/08/10 04:00:00,2018/08/10 06:00:00,151.25Mbps,136124399622
2018/08/10 06:00:00,2018/08/10 08:00:00,199.23Mbps,179306511876
2018/08/10 08:00:00,2018/08/10 10:00:00,319.92Mbps,287925654947
2018/08/10 10:00:00,2018/08/10 12:00:00,422.73Mbps,380458305977
2018/08/10 12:00:00,2018/08/10 14:00:00,414.84Mbps,373359626972
2018/08/10 14:00:00,2018/08/10 16:00:00,462.75Mbps,416475633316
2018/08/10 16:00:00,2018/08/10 18:00:00,492.58Mbps,443325953569
2018/08/10 18:00:00,2018/08/10 20:00:00,376.47Mbps,338820140002
2018/08/10 20:00:00,2018/08/10 22:00:00,442.75Mbps,398478009750
2018/08/10 22:00:00,2018/08/11 00:00:00,324.51Mbps,292055938927
2018/08/11 00:00:00,2018/08/11 02:00:00,424.74Mbps,382265224017
2018/08/11 02:00:00,2018/08/11 04:00:00,215.77Mbps,194194533537
2018/08/11 04:00:00,2018/08/11 06:00:00,149.57Mbps,134611555950
2018/08/11 06:00:00,2018/08/11 08:00:00,147.49Mbps,132738290440
2018/08/11 08:00:00,2018/08/11 10:00:00,221.25Mbps,199125518944
2018/08/11 10:00:00,2018/08/11 12:00:00,272.42Mbps,245173663815
2018/08/11 12:00:00,2018/08/11 14:00:00,299.02Mbps,269119446700
2018/08/11 14:00:00,2018/08/11 16:00:00,308.38Mbps,277538640964
2018/08/11 16:00:00,2018/08/11 18:00:00,295.48Mbps,265927992505
2018/08/11 18:00:00,2018/08/11 20:00:00,265.40Mbps,238862902559
2018/08/11 20:00:00,2018/08/11 22:00:00,306.58Mbps,275924564036
2018/08/11 22:00:00,2018/08/12 00:00:00,288.24Mbps,259419539322
2018/08/12 00:00:00,2018/08/12 02:00:00,293.22Mbps,263897250623
2018/08/12 02:00:00,2018/08/12 04:00:00,210.20Mbps,189175931690
2018/08/12 04:00:00,2018/08/12 06:00:00,126.74Mbps,114062277063
2018/08/12 06:00:00,2018/08/12 08:00:00,146.76Mbps,132087775335
2018/08/12 08:00:00,2018/08/12 10:00:00,172.33Mbps,155100925901
2018/08/12 10:00:00,2018/08/12 12:00:00,231.43Mbps,208284482024
2018/08/12 12:00:00,2018/08/12 14:00:00,250.47Mbps,225425521715
2018/08/12 14:00:00,2018/08/12 16:00:00,300.96Mbps,270865024605
2018/08/12 16:00:00,2018/08/12 18:00:00,285.13Mbps,256621106952
2018/08/12 18:00:00,2018/08/12 20:00:00,270.85Mbps,243764908363
2018/08/12 20:00:00,2018/08/12 22:00:00,348.12Mbps,313307797549
2018/08/12 22:00:00,2018/08/13 00:00:00,337.08Mbps,303369252035
2018/08/13 00:00:00,2018/08/13 02:00:00,293.63Mbps,264267673996
2018/08/13 02:00:00,2018/08/13 04:00:00,203.96Mbps,183562239061
2018/08/13 04:00:00,2018/08/13 06:00:00,124.87Mbps,112380708147
2018/08/13 06:00:00,2018/08/13 08:00:00,139.53Mbps,125578590974
2018/08/13 08:00:00,2018/08/13 10:00:00,200.25Mbps,180225842962
2018/08/13 10:00:00,2018/08/13 12:00:00,312.55Mbps,281295030027
2018/08/13 12:00:00,2018/08/13 14:00:00,299.63Mbps,269668590062
2018/08/13 14:00:00,2018/08/13 16:00:00,380.41Mbps,342366441966
2018/08/13 16:00:00,2018/08/13 18:00:00,289.66Mbps,260690556060
2018/08/13 18:00:00,2018/08/13 20:00:00,307.97Mbps,277172664733
2018/08/13 20:00:00,2018/08/13 22:00:00,351.62Mbps,316459884928
2018/08/13 22:00:00,2018/08/14 00:00:00,353.30Mbps,317970959144
2018/08/14 00:00:00,2018/08/14 02:00:00,286.67Mbps,258000415901
2018/08/14 02:00:00,2018/08/14 04:00:00,211.73Mbps,190559891905
2018/08/14 04:00:00,2018/08/14 06:00:00,137.28Mbps,123555692226
2018/08/14 06:00:00,2018/08/14 08:00:00,139.55Mbps,125597986314
2018/08/14 08:00:00,2018/08/14 10:00:00,210.03Mbps,189028393400
2018/08/14 10:00:00,2018/08/14 12:00:00,353.56Mbps,318204629797
2018/08/14 12:00:00,2018/08/14 14:00:00,351.61Mbps,316450540300
2018/08/14 14:00:00,2018/08/14 16:00:00,323.67Mbps,291299647630
2018/08/14 16:00:00,2018/08/14 18:00:00,287.16Mbps,258442950373
2018/08/14 18:00:00,2018/08/14 20:00:00,310.99Mbps,279892049024
2018/08/14 20:00:00,2018/08/14 22:00:00,355.41Mbps,319865522215
2018/08/14 22:00:00,2018/08/15 00:00:00,482.77Mbps,434492533165
2018/08/15 00:00:00,2018/08/15 02:00:00,323.24Mbps,290914371458
2018/08/15 02:00:00,2018/08/15 04:00:00,253.42Mbps,228080323714
2018/08/15 04:00:00,2018/08/15 06:00:00,192.68Mbps,173413627249
2018/08/15 06:00:00,2018/08/15 08:00:00,205.08Mbps,184570532967
2018/08/15 08:00:00,2018/08/15 10:00:00,295.16Mbps,265644318220
2018/08/15 10:00:00,2018/08/15 12:00:00,390.76Mbps,351680431015
2018/08/15 12:00:00,2018/08/15 14:00:00,387.09Mbps,348383309099
2018/08/15 14:00:00,2018/08/15 16:00:00,404.61Mbps,364144918001
2018/08/15 16:00:00,2018/08/15 18:00:00,401.13Mbps,361020226023
2018/08/15 18:00:00,2018/08/15 20:00:00,349.51Mbps,314559872375
2018/08/15 20:00:00,2018/08/15 22:00:00,364.37Mbps,327933140035
2018/08/15 22:00:00,2018/08/16 00:00:00,373.01Mbps,335706669525
2018/08/16 00:00:00,2018/08/16 02:00:00,351.77Mbps,316596686352
